Time (s),Signal (Green),BPM
119.48,49.2,48
119.54,49.02,60
119.58,48.17,72
119.61,48.88,72
119.65,48.73,48
119.69,55.9,48
119.72,53.41,144
119.75,46.34,72
119.78,44.53,60
119.81,43.9,48
119.84,45.4,60
119.87,45.95,48
119.9,45.83,72
119.93,43.97,48
119.97,46.16,72
120.0,49.58,72
120.03,46.5,60
120.06,50.69,72
120.09,40.77,48
120.12,39.16,48
120.15,46.33,60
120.18,47.61,60
120.22,44.13,60
120.26,51.03,60
120.29,52.65,60
120.32,42.62,48
120.35,45.04,60
120.38,43.28,72
120.42,42.07,72
120.46,51.2,48
120.51,41.04,72
120.55,45.27,72
120.59,46.95,60
120.61,42.56,72
120.65,40.04,60
120.68,45.52,60
120.71,48.64,48
120.74,45.12,72
120.77,48.87,72
120.8,45.85,72
120.83,47.55,72
120.86,43.09,60
120.89,42.88,60
120.92,42.03,60
120.96,49.11,60
120.99,46.18,60
121.02,48.34,60
121.05,42.67,48
121.08,43.87,60
121.11,47.88,60
121.14,49.25,60
121.21,45.52,60
121.27,45.52,60
121.3,49.79,60
121.33,54.94,60
121.36,42.54,72
121.39,54.39,60
121.42,44.31,108
121.46,41.0,72
121.48,54.29,60
121.51,48.68,108
121.54,42.93,60
121.58,45.31,60
121.61,44.1,60
121.64,37.64,60
121.67,37.64,60
121.7,38.67,60
121.73,40.81,72
121.76,32.65,60
121.79,34.94,60
121.82,26.62,60
121.86,25.36,60
121.89,29.47,60
121.92,33.23,96
121.95,34.13,48
122.0,27.36,96
122.04,24.17,96
122.07,24.17,96
122.1,26.89,60
122.13,23.57,96
122.16,17.95,72
122.19,15.46,96
122.23,23.89,60
122.26,27.49,60
122.29,33.73,60
122.32,23.73,60
122.35,25.77,60
122.4,28.45,156
122.44,27.72,60
122.48,28.02,60
122.5,28.02,60
122.54,28.38,60
122.58,34.09,60
122.61,31.15,60
122.65,36.3,60
122.68,38.84,60
122.71,34.9,60
122.74,33.63,60
122.77,31.68,60
122.8,42.06,60
122.83,37.02,60
122.87,31.02,60
122.9,31.38,60
122.93,31.38,60
122.96,36.31,60
122.99,34.8,60
123.02,39.39,60
123.05,48.9,60
123.08,51.72,60
123.11,44.49,60
123.15,55.06,60
123.2,47.12,60
123.23,37.32,156
123.27,40.46,60
123.3,32.8,156
123.33,34.72,156
123.36,34.72,156
123.36,34.72,156
123.36,34.72,156
123.36,34.72,156
123.36,34.72,156
123.36,34.72,156
123.55,26.81,96
123.6,28.14,96
123.64,31.4,156
123.67,41.84,156
123.7,32.5,84
123.73,43.47,48
123.76,43.47,84
123.79,30.95,156
123.82,33.71,156
123.86,39.91,84
123.89,31.98,144
123.92,31.5,108
123.95,38.45,156
124.0,31.24,144
124.04,48.05,156
124.09,46.25,156
124.12,33.92,84
124.15,40.54,156
124.18,29.36,156
124.22,29.36,48
124.25,40.31,84
124.28,51.55,108
124.31,36.72,156
124.31,36.72,156
124.37,53.02,156
124.41,32.06,48
124.45,37.29,108
124.49,56.67,96
124.52,31.93,108
124.57,29.27,108
124.6,30.66,108
124.63,60.23,84
124.66,60.23,72
124.69,27.5,108
124.73,27.05,108
124.76,32.01,144
124.79,53.29,108
124.82,36.59,108
124.85,33.21,96
124.88,31.76,96
124.91,34.07,108
124.94,27.1,108
124.97,40.6,144
125.01,37.38,144
125.04,39.65,48
125.08,39.65,96
125.11,39.89,96
125.15,39.05,144
125.18,37.47,108
125.21,29.93,108
125.24,39.43,96
125.27,27.88,144
125.3,50.78,144
125.33,55.73,144
125.36,27.14,96
125.4,42.68,108
125.43,41.77,144
125.46,41.77,144
125.49,30.1,48
125.52,34.2,48
125.55,32.05,48
125.6,44.88,96
125.64,37.01,108
125.67,34.9,96
125.7,43.77,96
125.73,30.79,48
125.77,30.31,96
125.8,27.82,96
125.83,48.64,144
125.87,40.67,144
125.9,40.67,96
125.94,36.94,96
125.97,34.32,96
126.0,33.92,96
126.03,38.85,144
126.03,38.85,144
126.1,38.23,144
126.13,38.03,144
126.17,27.11,96
126.2,35.18,96
126.23,36.42,144
126.26,33.42,96
126.29,55.42,48
126.32,55.42,48
126.35,36.43,144
126.4,49.22,96
126.43,29.8,144
126.47,46.1,144
126.5,29.74,144
126.54,39.87,144
126.57,30.73,96
126.63,31.06,144
126.66,35.55,144
126.69,40.39,144
126.72,28.19,144
126.72,28.19,144
126.72,28.19,144
126.83,40.11,144
126.88,50.77,120
126.91,38.53,144
126.94,27.49,144
126.94,27.49,144
127.0,41.95,144
127.0,41.95,144
127.06,41.22,144
127.09,39.62,120
127.12,37.15,144
127.16,49.48,144
127.19,49.48,144
127.19,49.48,144
127.25,34.8,144
127.28,27.95,120
127.31,36.84,144
127.34,41.24,144
127.37,40.89,144
127.4,39.92,120
127.43,46.09,120
127.43,46.09,120
127.5,38.41,120
127.53,39.07,120
127.53,39.07,120
127.59,37.33,120
127.64,55.72,144
127.68,46.45,120
127.71,45.76,120
127.71,45.76,120
127.71,45.76,120
127.71,45.76,120
127.83,37.4,120
127.83,37.4,120
127.9,36.13,120
127.93,37.77,120
127.96,43.31,120
127.99,38.88,120
128.02,40.86,120
128.08,44.89,120
128.11,38.41,120
128.15,54.57,120
128.18,49.63,120
128.21,47.1,120
128.24,42.56,120
128.27,39.29,120
128.3,42.56,120
128.33,35.41,120
128.36,38.3,120
128.4,27.38,120
128.43,49.65,60
128.47,43.1,120
128.51,45.4,120
128.54,46.93,120
128.57,39.17,120
128.6,25.96,60
128.63,41.67,120
128.66,48.69,120
128.69,36.63,120
128.69,36.63,120
128.75,31.41,120
128.79,36.87,120
128.79,36.87,120
128.85,44.54,120
128.9,45.4,120
128.94,32.09,120
128.94,32.09,120
128.94,32.09,120
128.94,32.09,120
128.94,32.09,120
129.11,42.74,132
129.14,37.81,132
129.17,36.55,72
129.17,36.55,72
129.23,45.43,72
129.26,39.69,132
129.26,39.69,132
129.26,39.69,132
129.37,33.89,132
129.37,33.89,132
129.43,34.9,132
129.46,33.21,132
129.49,37.6,132
129.52,36.5,132
129.55,39.06,132
129.59,53.76,60
129.62,31.41,132
129.65,45.14,132
129.68,30.72,120
129.71,32.02,120
129.76,34.14,72
129.8,48.21,132
129.85,42.6,120
129.88,35.43,132
129.88,35.43,132
129.94,44.18,60
129.98,57.33,72
130.01,42.31,132
130.01,42.31,132
130.07,33.24,132
130.1,33.13,132
130.13,31.9,120
130.16,31.51,132
130.19,61.06,132
130.19,61.06,132
130.26,31.1,60
130.29,27.11,156
130.32,36.59,132
130.37,56.75,108
130.39,48.08,48
130.43,48.16,48
130.46,43.38,168
130.49,28.07,168
130.52,43.06,132
130.55,33.55,108
130.55,33.55,108
130.63,43.73,132
130.66,48.02,132
130.69,45.86,132
130.72,38.36,132
130.75,34.1,132
130.78,37.51,168
130.82,40.42,132
130.85,33.26,168
130.88,41.4,132
130.92,41.12,132
130.95,40.28,132
130.98,35.02,132
131.03,46.04,168
131.03,46.04,168
131.1,36.41,132
131.13,35.24,132
131.16,39.45,168
131.19,39.32,168
131.22,41.14,132
131.25,50.55,132
131.28,44.34,132
131.31,37.89,168
131.35,42.46,168
131.38,51.21,168
131.41,48.71,168
131.46,49.15,132
131.5,44.72,132
131.53,57.28,168
131.56,49.78,168
131.59,26.92,168
131.62,30.25,168
131.67,33.77,168
131.7,41.05,84
131.73,56.83,132
131.76,51.05,132
131.8,42.62,132
131.8,42.62,132
131.8,42.62,132
131.8,42.62,132
131.93,39.93,132
131.96,53.83,84
131.99,26.39,132
132.02,38.85,132
132.06,48.37,84
132.09,43.15,84
132.09,43.15,84
132.15,43.0,132
132.18,43.81,132
132.21,38.69,132
132.24,46.93,48
132.29,30.35,84
132.32,24.67,84
132.32,24.67,84
132.39,39.96,132
132.42,36.91,132
132.42,36.91,132
132.42,36.91,132
132.52,46.0,132
132.55,38.81,132
132.55,38.81,132
132.62,33.71,132
132.65,56.91,96
132.68,44.91,132
132.68,44.91,132
132.76,35.69,132
132.79,35.01,132
132.82,39.23,132
132.82,39.23,132
132.82,39.23,132
132.91,39.23,132
132.95,35.5,96
132.99,26.42,60
133.02,33.07,132
133.05,33.74,132
133.05,33.74,132
133.11,47.04,132
133.15,33.93,132
133.19,47.03,132
133.22,53.25,132
133.25,41.45,132
133.28,34.45,132
133.32,46.17,132
133.35,55.66,96
133.38,45.88,132
133.41,49.32,132
133.44,49.33,132
133.47,56.26,132
133.51,50.54,132
133.56,50.49,132
133.6,47.91,180
133.63,52.08,96
133.66,52.04,132
133.69,50.32,132
133.72,47.4,132
133.75,48.05,132
133.78,53.9,96
133.81,51.91,120
133.84,51.66,96
133.87,48.96,132
133.91,51.5,132
133.94,43.03,180
133.99,44.12,120
134.03,51.01,120
134.06,35.6,120
134.09,36.99,120
134.12,31.81,120
134.15,37.1,120
134.18,30.46,120
134.21,29.72,120
134.24,29.93,120
134.27,25.25,120
134.31,27.16,120
134.34,28.33,120
134.37,32.39,120
134.42,27.32,120
134.46,21.82,60
134.49,22.75,120
134.52,37.53,48
134.55,25.73,120
134.58,31.83,60
134.61,19.89,180
134.64,32.6,120
134.67,32.12,120
134.71,25.79,60
134.74,22.0,84
134.77,32.97,120
134.82,20.59,60
134.86,21.22,60
134.89,25.61,60
134.92,20.44,60
134.95,24.0,108
134.98,25.48,108
135.01,26.24,108
135.05,19.29,120
135.08,22.94,60
135.11,24.2,60
135.14,28.07,84
135.17,32.95,60
135.22,31.7,84
135.25,23.43,84
135.28,24.28,84
135.31,24.17,96
135.35,22.37,96
135.39,28.52,60
135.42,22.67,96
135.45,30.16,48
135.48,26.96,96
135.51,27.59,60
135.54,25.45,60
135.6,30.76,60
135.64,30.76,60
135.67,21.75,108
135.7,34.43,60
135.73,31.29,60
135.76,27.32,60
135.79,28.18,108
135.82,35.91,108
135.85,41.34,108
135.88,36.38,108
135.91,33.96,108
135.95,37.45,108
136.0,37.03,108
136.04,37.49,60
136.07,37.49,60
136.11,34.4,60
136.15,35.49,60
136.18,37.91,108
136.21,44.49,108
136.27,47.36,60
136.31,39.41,48
136.34,42.88,108
136.37,45.22,108
136.4,45.95,108
136.43,39.48,108
136.46,46.69,108
136.49,42.63,108
136.52,42.63,108
136.56,35.26,120
136.59,37.97,108
136.62,35.01,120
136.65,43.17,48
136.68,37.58,108
136.71,30.31,60
136.74,29.5,96
136.77,33.74,48
136.8,27.52,96
136.84,30.56,48
136.87,34.72,48
136.9,34.72,48
136.93,37.94,48
136.96,29.83,96
136.99,27.6,96
137.02,34.46,96
137.05,29.64,96
137.08,40.85,48
137.11,41.71,96
137.14,33.36,96
137.22,30.48,96
137.26,28.5,96
137.29,28.42,48
137.32,32.88,48
137.35,32.88,96
137.38,32.66,96
137.41,31.83,96
137.44,35.18,96
137.47,32.6,96
137.5,33.95,96
137.54,29.81,96
137.56,30.81,96
137.61,34.82,96
137.64,35.18,96
137.67,34.49,96
137.7,40.6,96
137.73,33.19,96
137.77,33.19,48
137.8,28.45,96
137.83,42.11,48
137.86,41.52,96
137.89,42.51,48
137.92,39.51,96
137.95,46.05,72
138.0,44.19,72
138.03,50.44,96
138.07,37.86,72
138.1,50.94,48
138.15,48.93,96
138.19,52.8,72
138.22,52.8,72
138.25,49.45,72
138.28,46.94,48
138.31,50.47,72
138.34,50.66,72
138.39,50.02,72
138.42,48.91,72
138.45,54.28,72
138.48,61.14,72
138.51,60.01,72
138.54,61.94,72
138.6,53.38,72
138.63,53.38,72
138.68,55.66,72
138.71,65.39,72
138.75,75.86,72
138.78,83.82,72
138.81,57.96,72
138.84,54.13,72
138.87,57.55,72
138.9,57.96,72
138.93,64.3,72
138.96,62.98,72
139.0,62.69,72
139.03,63.14,72
139.06,63.14,108
139.09,61.37,72
139.12,63.85,108
139.15,59.1,72
139.18,56.28,108
139.21,58.78,108
139.24,57.04,108
139.27,55.63,72
139.31,53.49,108
139.34,56.4,72
139.37,53.76,108
139.4,52.97,72
139.43,49.24,72
139.46,49.24,72
139.49,47.73,60
139.52,45.26,108
139.55,47.01,108
139.6,44.23,108
139.63,47.53,108
139.7,44.67,108
139.75,44.1,108
139.78,45.39,108
139.82,42.34,108
139.85,43.12,108
139.88,44.37,108
139.91,44.08,108
139.94,44.08,60
139.97,42.95,108
140.0,44.39,108
140.03,40.59,108
140.07,43.6,60
140.1,43.13,108
140.13,47.74,108
140.18,43.9,108
140.22,45.85,84
140.26,46.82,84
140.29,43.72,108
140.34,42.29,108
140.4,44.99,108
140.44,46.91,72
140.47,42.47,108
140.5,48.21,72
140.53,44.23,108
140.59,42.62,108
140.62,44.33,108
140.67,40.33,108
140.73,45.07,108
140.8,40.46,72
140.84,44.13,108
140.87,40.71,72
140.9,44.28,108
140.93,42.98,108
140.96,40.87,108
140.99,43.13,108
141.03,43.21,108
141.07,44.72,108
141.12,41.46,108
141.17,44.36,108
141.21,44.36,108
141.24,44.97,60
141.27,43.81,60
141.3,49.36,60
141.34,45.95,60
141.37,43.17,60
141.4,41.56,108
141.43,43.15,60
141.46,42.92,108
141.49,39.16,60
141.54,40.62,60
141.57,43.01,60
141.6,44.37,108
141.63,42.27,60
141.66,46.16,60
141.69,39.85,60
141.72,43.77,108
141.78,43.03,60
141.82,44.24,60
141.84,42.49,108
141.88,44.25,60
141.9,45.23,60
141.94,41.45,108
141.97,43.51,108
142.0,44.69,60
142.03,38.39,60
142.06,40.52,84
142.09,43.87,108
142.12,39.21,84
142.15,44.02,60
142.19,41.58,60
142.22,43.8,108
142.28,42.06,84
142.31,43.48,48
142.35,43.72,48
142.39,44.63,84
142.42,43.68,84
142.45,44.45,84
142.48,43.16,84
142.51,41.23,60
142.54,40.88,60
142.57,43.26,84
142.6,44.01,84
142.63,43.07,60
142.68,46.03,108
142.73,46.33,108
142.77,47.88,108
142.8,47.16,108
142.83,43.85,108
142.88,44.86,108
142.91,41.1,108
142.94,45.64,108
142.97,41.8,48
143.0,44.45,48
143.04,42.5,48
143.07,46.65,108
143.1,42.9,108
143.16,42.96,108
143.19,40.48,108
143.22,43.89,108
143.25,45.05,108
143.3,42.64,48
143.33,38.77,108
143.36,46.59,48
143.39,40.53,48
143.43,39.33,48
143.47,40.39,48
143.52,44.38,48
143.55,39.31,108
143.58,39.33,108
143.61,45.17,48
143.64,44.21,72
143.67,40.84,72
143.7,43.68,48
143.73,41.48,156
143.77,44.27,48
143.81,35.43,72
143.86,42.27,48
143.89,42.46,48
143.92,44.87,48
143.95,44.33,60
144.0,44.65,72
144.03,41.74,72
144.06,46.95,48
144.09,41.03,48
144.12,47.41,48
144.15,43.51,48
144.18,46.76,72
144.25,45.05,48
144.29,44.41,48
144.32,45.22,132
144.35,41.96,48
144.39,41.98,48
144.42,42.11,84
144.46,44.94,132
144.5,43.0,132
144.53,45.82,132
144.56,49.31,132
144.59,50.7,132
144.62,46.31,132
144.65,42.91,132
144.72,44.28,132
144.75,47.03,48
144.81,41.53,132
144.84,47.65,48
144.88,44.45,132
144.91,45.52,132
144.95,41.85,72
144.98,46.26,132
145.01,47.89,132
145.04,51.84,132
145.07,45.89,132
145.1,44.57,132
145.15,43.12,132
145.19,47.24,132
145.22,40.66,132
145.26,48.5,132
145.29,44.56,132
145.32,43.95,132
145.35,47.62,132
145.38,43.76,132
145.41,44.1,132
145.44,47.08,132
145.48,41.67,144
145.5,48.45,132
145.54,45.98,132
145.57,42.97,132
145.63,40.61,144
145.68,42.63,144
145.72,44.36,132
145.75,44.42,132
145.78,47.42,144
145.81,47.65,48
145.84,50.54,144
145.87,42.73,132
145.9,44.41,144
145.94,43.79,144
145.97,45.35,144
146.02,42.85,144
146.06,45.53,132
146.09,46.61,144
146.12,44.38,132
146.17,42.35,132
146.22,49.22,144
146.26,48.94,144
146.31,45.21,144
146.34,47.78,144
146.4,50.25,108
146.46,43.12,144
146.5,48.29,144
146.53,42.73,144
146.57,44.16,144
146.6,47.0,60
146.65,41.83,144
146.69,44.48,144
146.73,46.94,144
146.76,47.1,144
146.79,40.51,144
146.82,42.24,144
146.85,46.12,144
146.88,44.39,144
146.91,44.16,144
146.95,42.13,144
146.98,44.68,144
147.03,45.62,144
147.07,44.7,144
147.1,41.3,144
147.13,43.35,144
147.16,48.03,144
147.2,42.23,144
147.22,45.35,144
147.25,47.27,144
147.29,45.73,144
147.32,44.53,144
147.35,48.47,144
147.38,44.69,144
147.41,50.5,144
147.44,46.9,144
147.47,46.08,144
147.51,46.21,144
147.57,42.71,60
147.6,40.6,60
147.63,41.03,60
147.66,45.16,144
147.69,41.55,144
147.72,45.25,144
147.75,47.36,144
147.78,44.38,144
147.83,39.28,144
147.86,43.0,144
147.89,49.79,60
147.92,44.58,144
147.95,38.57,144
148.0,41.24,120
148.03,40.65,120
148.06,44.17,144
148.12,39.78,120
148.17,42.07,120
148.2,40.06,120
148.23,41.41,120
148.26,39.1,144
148.3,42.94,120
148.34,43.74,120
148.37,37.41,144
148.4,41.94,120
148.43,41.35,120
148.46,47.2,144
148.49,46.9,144
148.52,43.46,120
148.58,44.01,120
148.62,45.1,120
148.65,39.84,120
148.68,44.19,60
148.71,38.9,60
148.74,44.08,120
148.77,41.68,120
148.8,43.87,120
148.83,46.1,120
148.86,47.4,120
148.89,46.84,120
148.93,43.37,120
148.96,45.96,120
148.99,43.89,120
149.02,42.6,120
149.05,42.61,120
149.08,46.43,60
149.11,45.44,120
149.16,46.7,120
149.2,46.65,120
149.24,38.44,120
149.27,38.9,120
149.3,43.91,120
149.33,43.76,120
149.36,47.68,120
149.39,44.72,120
149.42,41.72,120
149.45,46.71,48
149.49,49.01,48
149.51,54.01,48
149.55,49.52,120
149.58,49.86,120
149.63,54.03,48
149.67,54.03,48
149.7,57.19,48
149.75,58.67,48
149.78,61.61,48
149.81,61.13,96
149.84,57.99,96
149.87,67.8,120
149.9,57.72,48
149.94,59.35,48
149.96,62.19,48
150.0,52.59,48
150.04,61.15,48
150.07,61.15,48
150.1,58.05,48
150.14,51.12,48
150.2,57.71,48
150.25,59.21,72
150.28,55.74,48
150.31,55.28,72
150.34,52.98,48
150.4,48.67,48
150.45,46.74,48
150.48,46.74,72
150.51,52.75,48
150.55,57.55,72
150.59,55.04,72
150.62,58.39,48
150.65,49.83,72
150.71,53.19,72
150.74,51.75,48
150.79,54.13,48
150.83,45.18,72
150.87,52.63,72
150.9,42.46,72
150.95,44.11,60
150.99,51.24,48
151.02,42.26,72
151.05,52.19,48
151.09,42.9,72
151.12,46.83,72
151.15,41.93,72
151.21,48.47,72
151.26,58.28,72
151.29,46.81,72
151.32,52.61,72
151.35,52.61,72
151.38,55.75,72
151.41,57.14,72
151.44,56.3,72
151.48,50.54,48
151.52,60.55,72
151.55,58.19,72
151.58,54.69,72
151.61,44.62,48
151.64,53.83,72
151.69,56.23,72
151.73,51.84,72
151.76,51.84,72
151.79,60.42,108
151.83,54.96,72
151.86,51.29,72
151.89,53.22,72
151.92,61.98,48
151.95,50.53,72
151.98,54.79,84
152.01,48.26,108
152.04,46.47,108
152.1,43.29,108
152.14,42.8,108
152.16,45.05,72
152.2,45.05,72
152.23,61.76,48
152.26,56.89,72
152.29,44.58,72
152.32,43.69,72
152.35,40.28,84
152.38,34.8,72
152.41,34.25,72
152.45,35.85,72
152.48,34.93,72
152.55,43.09,84
152.61,40.7,84
152.65,42.94,84
152.69,43.97,84
152.74,39.74,84
152.77,42.78,84
152.8,46.33,84
152.83,38.65,84
152.87,45.18,84
152.91,45.04,84
152.94,44.21,84
152.97,41.84,84
153.0,43.28,84
153.04,43.28,84
153.13,38.26,84
153.17,39.69,84
153.2,36.23,84
153.23,36.34,84
153.27,37.91,84
153.3,37.83,84
153.33,45.12,84
153.36,37.04,84
153.39,36.6,84
153.42,35.35,84
153.45,32.92,84
153.48,32.92,84
153.51,40.16,84
153.54,39.93,84
153.57,36.17,84
153.6,38.76,84
153.64,40.5,84
153.68,37.86,84
153.71,41.87,84
153.77,34.32,84
153.81,30.85,84
153.84,30.4,84
153.87,33.32,84
153.91,31.43,84
153.94,30.45,84
154.0,30.58,84
154.04,37.47,84
154.08,36.56,84
154.11,40.07,84
154.16,30.52,84
154.19,37.3,84
154.26,37.34,84
154.31,35.17,84
154.35,32.77,84
154.4,40.19,84
154.44,37.04,84
154.47,42.41,84
154.5,36.56,84
154.53,35.64,84
154.56,38.77,84
154.59,38.21,84
154.62,36.49,84
154.67,38.87,84
154.7,42.49,84
154.73,42.49,84
154.76,37.41,84
154.8,39.45,84
154.84,39.33,84
154.87,38.79,84
154.9,40.6,84
154.93,36.87,84
154.96,34.72,84
154.99,34.46,84
155.03,36.91,84
155.06,32.98,84
155.09,36.47,84
155.12,36.47,84
155.15,33.46,84
155.2,34.24,84
155.24,38.87,84
155.27,33.11,84
155.3,33.03,84
155.36,35.74,84
155.41,29.04,84
155.44,30.81,84
155.47,28.67,132
155.5,26.09,84
155.54,35.99,84
155.57,30.36,84
155.6,30.36,84
155.63,37.13,84
155.66,38.72,84
155.69,35.54,84
155.72,32.85,132
155.75,33.68,84
155.78,28.73,48
155.82,33.0,84
155.85,34.6,84
155.88,33.14,132
155.91,34.16,132
155.94,37.02,132
155.97,35.76,84
156.0,34.4,132
156.03,33.67,84
156.07,34.02,84
156.1,34.45,84
156.14,33.54,132
156.17,32.04,132
156.2,38.54,144
156.23,37.34,132
156.26,42.43,48
156.3,30.98,132
156.33,31.01,132
156.36,36.21,132
156.4,37.11,132
156.44,34.43,132
156.47,39.78,132
156.5,34.51,156
156.53,35.87,132
156.56,35.47,132
156.62,31.46,156
156.67,41.75,132
156.72,42.66,48
156.74,37.63,132
156.77,42.26,48
156.81,42.24,132
156.84,42.08,132
156.87,40.1,132
156.9,39.37,48
156.93,37.1,48
156.96,46.68,132
156.99,41.9,48
157.02,37.75,48
157.06,34.88,96
157.09,42.0,96
157.12,38.27,96
157.15,37.5,96
157.18,39.14,132
157.21,43.97,96
157.24,36.24,96
157.27,39.51,96
157.3,41.33,96
157.33,36.48,96
157.36,36.76,96
157.39,42.9,96
157.43,47.09,96
157.46,37.58,48
157.49,38.96,48
157.52,39.76,96
157.56,45.7,48
157.6,38.47,96
157.63,39.08,60
157.66,40.48,60
157.69,44.35,60
157.73,37.08,60
157.76,36.63,60
157.8,44.26,96
157.84,38.31,60
157.87,41.26,96
157.91,42.92,96
157.94,43.36,96
157.97,44.02,96
158.0,37.68,120
158.03,43.07,60
158.06,48.86,60
158.09,35.93,60
158.13,40.8,60
158.17,38.96,60
158.2,43.46,60
158.23,45.31,132
158.26,38.37,96
158.3,37.56,48
158.33,43.02,60
158.36,45.66,60
158.4,42.38,60
158.43,38.69,132
158.47,40.25,132
158.5,36.01,48
158.53,37.85,60
158.56,43.23,60
158.59,42.08,60
158.63,39.27,96
158.67,46.28,120
158.69,40.8,60
158.73,38.37,96
158.76,43.43,48
158.79,41.63,48
158.83,40.66,48
158.86,45.09,48
158.89,48.87,48
158.92,42.98,60
158.95,44.9,60
158.99,41.46,60
159.03,38.26,60
159.06,43.04,60
159.09,40.54,60
159.12,41.32,60
159.16,45.16,60
159.19,43.67,132
159.23,46.27,60
159.26,41.05,60
159.29,47.01,60
159.32,43.64,48
159.35,50.15,60
159.38,43.99,60
159.43,46.39,60
159.46,45.35,60
159.49,40.57,48
159.52,40.32,96
159.55,41.0,132
159.59,39.29,132
159.62,43.85,132
159.65,39.45,96
159.69,46.12,132
159.72,44.07,96
159.75,38.74,96
159.78,46.54,96
159.82,41.58,132
159.86,42.17,132
159.89,41.69,132
159.92,50.66,96
159.95,43.45,96
159.99,42.88,96
160.02,43.49,96
160.05,43.42,96
160.08,48.39,96
160.11,39.86,96
160.16,45.16,96
160.19,39.62,96
160.22,40.59,96
160.26,42.92,96
160.29,44.21,96
160.32,39.83,96
160.36,47.84,96
160.39,47.43,96
160.42,41.04,96
160.45,45.71,96
160.48,45.38,96
160.51,44.15,96
160.55,47.56,96
160.58,47.2,96
160.62,42.58,96
160.65,39.14,96
160.69,44.94,96
160.73,46.52,120
160.76,40.44,96
160.79,55.93,120
160.82,44.55,96
160.85,43.55,96
160.89,41.29,96
160.92,46.75,96
160.95,45.43,96
160.98,47.64,96
161.01,50.04,96
161.04,53.93,96
161.07,49.74,96
161.12,45.45,96
161.16,45.21,96
161.19,47.85,96
161.22,46.98,96
161.25,47.97,96
161.28,53.28,120
161.32,58.17,120
161.35,62.52,48
161.38,55.44,96
161.41,60.09,120
161.44,59.71,120
161.47,57.33,120
161.52,50.61,48
161.56,54.68,48
161.59,51.24,120
161.63,53.49,120
161.65,53.38,120
161.68,46.85,48
161.72,49.8,120
161.75,45.64,120
161.78,52.43,120
161.81,48.03,120
161.84,49.72,120
161.89,48.09,120
161.92,41.85,120
161.95,46.53,120
162.0,37.52,120
162.03,45.4,120
162.06,39.44,120
162.09,47.73,72
162.12,45.27,120
162.15,36.58,108
162.18,43.22,120
162.21,32.89,108
162.24,40.34,120
162.27,39.2,120
162.31,42.07,120
162.34,43.97,120
162.39,43.92,120
162.42,35.31,120
162.45,38.4,120
162.48,48.72,48
162.52,38.1,120
162.55,39.08,120
162.58,37.98,120
162.61,44.56,120
162.65,42.08,120
162.68,45.32,120
162.71,41.47,48
162.74,40.29,120
162.79,39.21,48
162.82,39.52,48
162.85,46.52,120
162.88,41.38,120
162.91,39.17,120
162.95,41.47,108
162.99,35.98,120
163.02,41.34,48
163.05,36.73,120
163.08,34.4,120
163.11,40.14,120
163.14,36.62,48
163.17,40.33,48
163.22,38.4,120
163.25,37.97,120
163.28,39.04,48
163.31,39.52,48
163.35,39.06,48
163.39,38.23,120
163.42,37.25,120
163.45,40.23,60
163.48,39.85,120
163.51,38.72,120
163.54,40.58,120
163.57,38.39,120
163.6,40.05,60
163.65,38.89,120
163.7,45.68,48
163.73,42.29,120
163.79,41.33,120
163.82,35.89,48
163.85,41.64,60
163.88,40.93,60
163.92,37.16,60
163.95,35.93,60
163.98,39.88,48
164.01,40.05,48
164.04,40.05,84
164.07,38.29,48
164.1,37.93,48
164.13,39.81,60
164.16,37.76,48
164.19,40.73,60
164.22,39.49,60
164.25,38.09,48
164.29,40.53,60
164.32,39.64,48
164.35,46.6,48
164.4,39.47,48
164.44,37.3,48
164.48,37.3,60
164.52,39.78,60
164.55,39.75,60
164.6,40.64,60
164.65,35.16,60
164.69,37.74,60
164.72,46.43,48
164.75,38.27,60
164.78,35.29,60
164.81,44.78,48
164.84,39.81,60
164.87,39.62,60
164.91,39.62,60
164.94,34.69,60
164.97,33.65,60
165.0,40.62,60
165.03,42.16,60
165.06,39.9,60
165.1,38.03,60
165.15,39.46,60
165.18,40.34,60
165.21,39.03,60
165.25,39.03,60
165.28,37.67,60
165.3,38.68,60
165.34,38.68,60
165.37,47.53,60
165.41,40.26,60
165.45,40.27,60
165.48,36.88,60
165.51,36.65,60
165.54,34.76,60
165.57,39.36,60
165.6,40.71,48
165.63,39.45,60
165.67,36.53,60
165.7,44.25,48
165.73,36.73,60
165.76,36.73,60
165.79,35.56,60
165.82,36.79,60
165.85,38.95,60
165.88,39.6,132
165.91,38.19,60
165.94,40.52,60
165.97,39.99,60
166.0,40.26,60
166.04,37.71,60
166.07,34.7,132
166.1,32.97,48
166.13,39.83,48
166.16,39.83,48
166.19,35.32,48
166.26,36.62,48
166.29,34.29,48
166.32,34.53,72
166.35,35.04,72
166.38,39.22,60
166.41,38.37,72
166.44,41.12,72
166.47,33.81,72
166.51,37.94,60
166.54,33.08,72
166.57,33.08,60
166.6,36.07,72
166.63,31.5,60
166.66,35.61,72
166.69,34.8,72
166.72,37.33,72
166.75,41.74,48
166.8,34.94,72
166.83,37.33,48
166.87,38.14,72
166.9,44.32,72
166.93,34.91,72
166.98,36.83,72
167.02,36.83,72
167.05,40.91,72
167.08,38.03,72
167.11,41.09,72
167.14,37.19,72
167.17,37.37,72
